agent,lap,battery_soc,lap_time,cumulative_time,final_position,won,scenario_id
Corner_Specialist,40,55.0,89.72,3588.799999999997,3,0,S0000_0
Straight_Dominator,40,68.99999999999977,89.7675,3590.6999999999985,6,0,S0000_0
Late_Charger,40,68.65000000000006,89.55,3593.9625000000033,7,0,S0000_0
Overtake_Hunter,40,58.99999999999981,89.75000000000001,3590.0000000000005,5,0,S0000_0
Adaptive_AI,40,51.80000000000007,89.7125,3588.5000000000023,2,0,S0000_0
Electric_Blitz,41,0.0,89.96000000000001,3675.189999999999,1,1,S0000_0
Energy_Saver,41,92.85,89.77552631578948,3683.3860526315793,8,0,S0000_0
Balanced_Hybrid,41,54.90000000000017,89.7275,3678.827499999999,4,0,S0000_0
Corner_Specialist,41,53.875,89.72,3678.519999999997,3,0,S0000_0
Straight_Dominator,41,68.22499999999977,89.7675,3680.4674999999984,6,0,S0000_0
Late_Charger,41,65.80000000000007,89.55,3683.5125000000035,7,0,S0000_0
Overtake_Hunter,41,57.97499999999981,89.75000000000001,3679.7500000000005,5,0,S0000_0
Adaptive_AI,41,50.59500000000007,89.7125,3678.2125000000024,2,0,S0000_0
Electric_Blitz,42,0.0,89.96000000000001,3765.149999999999,1,1,S0000_0
Energy_Saver,42,92.27894736842104,89.77236842105263,3773.158421052632,8,0,S0000_0
Balanced_Hybrid,42,53.80000000000017,89.7275,3768.554999999999,4,0,S0000_0
Corner_Specialist,42,52.75,89.72,3768.2399999999966,3,0,S0000_0
Straight_Dominator,42,67.44999999999976,89.7675,3770.2349999999983,6,0,S0000_0
Late_Charger,42,62.95000000000007,89.55,3773.0625000000036,7,0,S0000_0
Overtake_Hunter,42,56.94999999999981,89.75000000000001,3769.5000000000005,5,0,S0000_0
Adaptive_AI,42,49.39000000000007,89.7125,3767.9250000000025,2,0,S0000_0
Electric_Blitz,43,0.0,89.96000000000001,3855.109999999999,1,1,S0000_0
Energy_Saver,43,91.6859649122807,89.76921052631579,3862.927631578948,8,0,S0000_0
Balanced_Hybrid,43,52.700000000000166,89.7275,3858.282499999999,4,0,S0000_0
Corner_Specialist,43,51.625,89.72,3857.9599999999964,3,0,S0000_0
Straight_Dominator,43,66.67499999999976,89.7675,3860.0024999999982,6,0,S0000_0
Late_Charger,43,60.100000000000065,89.55,3862.612500000004,7,0,S0000_0
Overtake_Hunter,43,55.92499999999981,89.75000000000001,3859.2500000000005,5,0,S0000_0
Adaptive_AI,43,48.18500000000007,89.7125,3857.6375000000025,2,0,S0000_0
Electric_Blitz,44,0.0,89.96000000000001,3945.0699999999993,1,1,S0000_0
Energy_Saver,44,91.07105263157894,89.76605263157896,3952.693684210527,8,0,S0000_0
Balanced_Hybrid,44,51.600000000000165,89.7275,3948.009999999999,4,0,S0000_0
Corner_Specialist,44,50.5,89.72,3947.679999999996,3,0,S0000_0
Straight_Dominator,44,65.89999999999975,89.7675,3949.769999999998,6,0,S0000_0
Late_Charger,44,57.250000000000064,89.55,3952.162500000004,7,0,S0000_0
Overtake_Hunter,44,54.899999999999814,89.75000000000001,3949.0000000000005,5,0,S0000_0
Adaptive_AI,44,46.980000000000075,89.7125,3947.3500000000026,2,0,S0000_0
Electric_Blitz,45,0.0,89.96000000000001,4035.0299999999993,1,1,S0000_0
Energy_Saver,45,90.43421052631578,89.7628947368421,4042.456578947369,8,0,S0000_0
Balanced_Hybrid,45,50.50000000000016,89.7275,4037.737499999999,4,0,S0000_0
Corner_Specialist,45,49.375,89.72,4037.399999999996,3,0,S0000_0
Straight_Dominator,45,65.12499999999974,89.7675,4039.537499999998,6,0,S0000_0
Late_Charger,45,54.40000000000006,89.55,4041.712500000004,7,0,S0000_0
Overtake_Hunter,45,53.874999999999815,89.75000000000001,4038.7500000000005,5,0,S0000_0
Adaptive_AI,45,45.77500000000008,89.7125,4037.0625000000027,2,0,S0000_0
Electric_Blitz,46,0.0,89.96000000000001,4124.989999999999,1,1,S0000_0
Energy_Saver,46,89.77543859649121,89.75973684210527,4132.216315789475,8,0,S0000_0
Balanced_Hybrid,46,49.40000000000016,89.7275,4127.464999999999,4,0,S0000_0
Corner_Specialist,46,48.25,89.72,4127.119999999996,3,0,S0000_0
Straight_Dominator,46,64.34999999999974,89.7675,4129.3049999999985,6,0,S0000_0
Late_Charger,46,51.55000000000006,89.55,4131.262500000004,7,0,S0000_0
Overtake_Hunter,46,52.84999999999982,89.75000000000001,4128.500000000001,5,0,S0000_0
Adaptive_AI,46,44.57000000000008,89.7125,4126.775000000002,2,0,S0000_0
Electric_Blitz,47,0.0,89.96000000000001,4214.949999999999,1,1,S0000_0
Energy_Saver,47,89.09473684210525,89.75657894736842,4221.972894736843,8,0,S0000_0
Balanced_Hybrid,47,48.30000000000016,89.7275,4217.192499999999,4,0,S0000_0
Corner_Specialist,47,47.125,89.72,4216.8399999999965,3,0,S0000_0
Straight_Dominator,47,63.57499999999974,89.7675,4219.072499999998,6,0,S0000_0
Late_Charger,47,48.70000000000006,89.55,4220.812500000005,7,0,S0000_0
Overtake_Hunter,47,51.82499999999982,89.75000000000001,4218.250000000001,5,0,S0000_0
Adaptive_AI,47,43.36500000000008,89.7125,4216.487500000002,2,0,S0000_0
Electric_Blitz,48,0.0,89.96000000000001,4304.909999999999,1,1,S0000_0
Energy_Saver,48,88.39210526315787,89.7534210526316,4311.726315789475,8,0,S0000_0
Balanced_Hybrid,48,47.20000000000016,89.7275,4306.919999999999,4,0,S0000_0
Corner_Specialist,48,46.0,89.72,4306.559999999997,3,0,S0000_0
Straight_Dominator,48,62.79999999999974,89.7675,4308.839999999998,6,0,S0000_0
Late_Charger,48,45.85000000000006,89.55,4310.362500000005,7,0,S0000_0
Overtake_Hunter,48,50.79999999999982,89.75000000000001,4308.000000000001,5,0,S0000_0
Adaptive_AI,48,42.16000000000008,89.7125,4306.200000000002,2,0,S0000_0
Electric_Blitz,49,0.0,89.96000000000001,4394.869999999999,1,1,S0000_0
Energy_Saver,49,87.6675438596491,89.75026315789474,4401.4765789473695,8,0,S0000_0
Balanced_Hybrid,49,46.10000000000016,89.7275,4396.647499999999,4,0,S0000_0
Corner_Specialist,49,44.875,89.72,4396.279999999997,3,0,S0000_0
Straight_Dominator,49,62.02499999999974,89.7675,4398.607499999998,6,0,S0000_0
Late_Charger,49,43.00000000000006,89.55,4399.912500000005,7,0,S0000_0
Overtake_Hunter,49,49.77499999999982,89.75000000000001,4397.750000000001,5,0,S0000_0
Adaptive_AI,49,40.955000000000084,89.7125,4395.912500000001,2,0,S0000_0
Electric_Blitz,50,0.0,89.96000000000001,4484.829999999999,1,1,S0000_0
Energy_Saver,50,86.92105263157893,89.7471052631579,4491.223684210528,8,0,S0000_0
Balanced_Hybrid,50,45.000000000000156,89.7275,4486.374999999999,4,0,S0000_0
Corner_Specialist,50,43.75,89.72,4485.999999999997,3,0,S0000_0
Straight_Dominator,50,61.249999999999744,89.7675,4488.374999999998,6,0,S0000_0
Late_Charger,50,40.150000000000055,89.55,4489.462500000005,7,0,S0000_0
Overtake_Hunter,50,48.74999999999982,89.75000000000001,4487.500000000001,5,0,S0000_0
Adaptive_AI,50,39.750000000000085,89.7125,4485.625000000001,2,0,S0000_0
Electric_Blitz,1,97.225,89.56,89.56,4,0,S0001_0
Energy_Saver,1,100.0,89.90184210526317,89.90184210526317,8,0,S0001_0
Balanced_Hybrid,1,98.9,89.7275,89.7275,3,0,S0001_0
Corner_Specialist,1,98.875,89.72,89.72,2,0,S0001_0
Straight_Dominator,1,99.225,89.7675,89.7675,7,0,S0001_0
Late_Charger,1,100.0,89.96249999999999,89.96249999999999,6,0,S0001_0
Overtake_Hunter,1,98.975,89.75000000000001,89.75000000000001,5,0,S0001_0
Adaptive_AI,1,98.795,89.7125,89.7125,1,1,S0001_0
Electric_Blitz,2,94.44999999999999,89.56,179.12,4,0,S0001_0
Energy_Saver,2,100.0,89.89868421052631,179.80052631578948,8,0,S0001_0
Balanced_Hybrid,2,97.80000000000001,89.7275,179.455,3,0,S0001_0
Corner_Specialist,2,97.75,89.72,179.44,2,0,S0001_0
Straight_Dominator,2,98.44999999999999,89.7675,179.535,7,0,S0001_0
Late_Charger,2,100.0,89.96249999999999,179.92499999999998,6,0,S0001_0
Overtake_Hunter,2,97.94999999999999,89.75000000000001,179.50000000000003,5,0,S0001_0
Adaptive_AI,2,97.59,89.7125,179.425,1,1,S0001_0
Electric_Blitz,3,91.67499999999998,89.56,268.68,4,0,S0001_0
Energy_Saver,3,100.0,89.89552631578948,269.69605263157894,8,0,S0001_0
Balanced_Hybrid,3,96.70000000000002,89.7275,269.1825,3,0,S0001_0
Corner_Specialist,3,96.625,89.72,269.15999999999997,2,0,S0001_0
Straight_Dominator,3,97.67499999999998,89.7675,269.3025,7,0,S0001_0
Late_Charger,3,100.0,89.96249999999999,269.8875,6,0,S0001_0
Overtake_Hunter,3,96.92499999999998,89.75000000000001,269.25000000000006,5,0,S0001_0
Adaptive_AI,3,96.385,89.7125,269.13750000000005,1,1,S0001_0
Electric_Blitz,4,88.89999999999998,89.56,358.24,4,0,S0001_0
Energy_Saver,4,100.0,89.89236842105264,359.5884210526316,8,0,S0001_0
Balanced_Hybrid,4,95.60000000000002,89.7275,358.91,3,0,S0001_0
Corner_Specialist,4,95.5,89.72,358.88,2,0,S0001_0
Straight_Dominator,4,96.89999999999998,89.7675,359.07,7,0,S0001_0
Late_Charger,4,100.0,89.96249999999999,359.84999999999997,6,0,S0001_0
Overtake_Hunter,4,95.89999999999998,89.75000000000001,359.00000000000006,5,0,S0001_0
Adaptive_AI,4,95.18,89.7125,358.85,1,1,S0001_0
Electric_Blitz,5,86.12499999999997,89.56,447.8,4,0,S0001_0
Energy_Saver,5,100.0,89.8892105263158,449.47763157894735,8,0,S0001_0
Balanced_Hybrid,5,94.50000000000003,89.7275,448.63750000000005,3,0,S0001_0
Corner_Specialist,5,94.375,89.72,448.6,2,0,S0001_0
Straight_Dominator,5,96.12499999999997,89.7675,448.8375,7,0,S0001_0
Late_Charger,5,100.0,89.96249999999999,449.81249999999994,6,0,S0001_0
Overtake_Hunter,5,94.87499999999997,89.75000000000001,448.75000000000006,5,0,S0001_0
Adaptive_AI,5,93.97500000000001,89.7125,448.5625,1,1,S0001_0
Electric_Blitz,6,83.34999999999997,89.56,537.36,4,0,S0001_0
Energy_Saver,6,100.0,89.88605263157895,539.3636842105263,8,0,S0001_0
Balanced_Hybrid,6,93.40000000000003,89.7275,538.365,3,0,S0001_0
Corner_Specialist,6,93.25,89.72,538.32,2,0,S0001_0
Straight_Dominator,6,95.34999999999997,89.7675,538.605,7,0,S0001_0
Late_Charger,6,100.0,89.96249999999999,539.775,6,0,S0001_0
Overtake_Hunter,6,93.84999999999997,89.75000000000001,538.5000000000001,5,0,S0001_0
Adaptive_AI,6,92.77000000000001,89.7125,538.275,1,1,S0001_0
Electric_Blitz,7,80.57499999999996,89.56,626.9200000000001,4,0,S0001_0
Energy_Saver,7,100.0,89.8828947368421,629.2465789473684,8,0,S0001_0
Balanced_Hybrid,7,92.30000000000004,89.7275,628.0925,3,0,S0001_0
Corner_Specialist,7,92.125,89.72,628.0400000000001,2,0,S0001_0
Straight_Dominator,7,94.57499999999996,89.7675,628.3725000000001,7,0,S0001_0
Late_Charger,7,100.0,89.96249999999999,629.7375,6,0,S0001_0
Overtake_Hunter,7,92.82499999999996,89.75000000000001,628.2500000000001,5,0,S0001_0
Adaptive_AI,7,91.56500000000001,89.7125,627.9875,1,1,S0001_0
Electric_Blitz,8,77.79999999999995,89.56,716.48,4,0,S0001_0
Energy_Saver,8,100.0,89.87973684210527,719.1263157894737,8,0,S0001_0
Balanced_Hybrid,8,91.20000000000005,89.7275,717.8199999999999,3,0,S0001_0
Corner_Specialist,8,91.0,89.72,717.7600000000001,2,0,S0001_0
Straight_Dominator,8,93.79999999999995,89.7675,718.1400000000001,7,0,S0001_0
Late_Charger,8,100.0,89.96249999999999,719.6999999999999,6,0,S0001_0
Overtake_Hunter,8,91.79999999999995,89.75000000000001,718.0000000000001,5,0,S0001_0
Adaptive_AI,8,90.36000000000001,89.7125,717.6999999999999,1,1,S0001_0
Electric_Blitz,9,75.02499999999995,89.56,806.04,4,0,S0001_0
Energy_Saver,9,100.0,89.87657894736842,809.0028947368421,8,0,S0001_0
Balanced_Hybrid,9,90.10000000000005,89.7275,807.5474999999999,3,0,S0001_0
Corner_Specialist,9,89.875,89.72,807.4800000000001,2,0,S0001_0
Straight_Dominator,9,93.02499999999995,89.7675,807.9075000000001,7,0,S0001_0
Late_Charger,9,100.0,89.96249999999999,809.6624999999999,6,0,S0001_0
Overtake_Hunter,9,90.77499999999995,89.75000000000001,807.7500000000001,5,0,S0001_0
Adaptive_AI,9,89.15500000000002,89.7125,807.4124999999999,1,1,S0001_0
Electric_Blitz,10,72.24999999999994,89.56,895.5999999999999,4,0,S0001_0
Energy_Saver,10,100.0,89.87342105263158,898.8763157894737,8,0,S0001_0
Balanced_Hybrid,10,89.00000000000006,89.7275,897.2749999999999,3,0,S0001_0
Corner_Specialist,10,88.75,89.72,897.2000000000002,2,0,S0001_0
Straight_Dominator,10,92.24999999999994,89.7675,897.6750000000002,7,0,S0001_0
Late_Charger,10,100.0,89.96249999999999,899.6249999999999,6,0,S0001_0
Overtake_Hunter,10,89.74999999999994,89.75000000000001,897.5000000000001,5,0,S0001_0
Adaptive_AI,10,87.95000000000002,89.7125,897.1249999999999,1,1,S0001_0
Electric_Blitz,11,69.47499999999994,89.56,985.1599999999999,4,0,S0001_0
Energy_Saver,11,100.0,89.87026315789474,988.7465789473684,8,0,S0001_0
Balanced_Hybrid,11,87.90000000000006,89.7275,987.0024999999998,3,0,S0001_0
Corner_Specialist,11,87.625,89.72,986.9200000000002,2,0,S0001_0
Straight_Dominator,11,91.47499999999994,89.7675,987.4425000000002,7,0,S0001_0
Late_Charger,11,100.0,89.96249999999999,989.5874999999999,6,0,S0001_0
Overtake_Hunter,11,88.72499999999994,89.75000000000001,987.2500000000001,5,0,S0001_0
Adaptive_AI,11,86.74500000000002,89.7125,986.8374999999999,1,1,S0001_0
Electric_Blitz,12,66.69999999999993,89.56,1074.7199999999998,4,0,S0001_0
Energy_Saver,12,100.0,89.86710526315791,1078.6136842105263,8,0,S0001_0
Balanced_Hybrid,12,86.80000000000007,89.7275,1076.7299999999998,3,0,S0001_0
Corner_Specialist,12,86.5,89.72,1076.64,2,0,S0001_0
Straight_Dominator,12,90.69999999999993,89.7675,1077.2100000000003,7,0,S0001_0
Late_Charger,12,100.0,89.96249999999999,1079.55,6,0,S0001_0
Overtake_Hunter,12,87.69999999999993,89.75000000000001,1077.0000000000002,5,0,S0001_0
Adaptive_AI,12,85.54000000000002,89.7125,1076.55,1,1,S0001_0
Electric_Blitz,13,63.92499999999993,89.56,1164.2799999999997,4,0,S0001_0
Energy_Saver,13,100.0,89.86394736842105,1168.4776315789475,8,0,S0001_0
Balanced_Hybrid,13,85.70000000000007,89.7275,1166.4574999999998,3,0,S0001_0
Corner_Specialist,13,85.375,89.72,1166.3600000000001,2,0,S0001_0
Straight_Dominator,13,89.92499999999993,89.7675,1166.9775000000002,7,0,S0001_0
Late_Charger,13,100.0,89.96249999999999,1169.5125,6,0,S0001_0
Overtake_Hunter,13,86.67499999999993,89.75000000000001,1166.7500000000002,5,0,S0001_0
Adaptive_AI,13,84.33500000000002,89.7125,1166.2625,1,1,S0001_0
Electric_Blitz,14,61.149999999999935,89.56,1253.8399999999997,4,0,S0001_0
Energy_Saver,14,100.0,89.86078947368422,1258.3384210526317,8,0,S0001_0
Balanced_Hybrid,14,84.60000000000008,89.7275,1256.1849999999997,3,0,S0001_0
Corner_Specialist,14,84.25,89.72,1256.0800000000002,2,0,S0001_0
Straight_Dominator,14,89.14999999999992,89.7675,1256.7450000000001,7,0,S0001_0
Late_Charger,14,100.0,89.96249999999999,1259.4750000000001,6,0,S0001_0
Overtake_Hunter,14,85.64999999999992,89.75000000000001,1256.5000000000002,5,0,S0001_0
Adaptive_AI,14,83.13000000000002,89.7125,1255.9750000000001,1,1,S0001_0
Electric_Blitz,15,58.374999999999936,89.56,1343.3999999999996,4,0,S0001_0
Energy_Saver,15,100.0,89.85763157894738,1348.196052631579,8,0,S0001_0
Balanced_Hybrid,15,83.50000000000009,89.7275,1345.9124999999997,3,0,S0001_0
Corner_Specialist,15,83.125,89.72,1345.8000000000002,2,0,S0001_0
Straight_Dominator,15,88.37499999999991,89.7675,1346.5125,7,0,S0001_0
Late_Charger,15,100.0,89.96249999999999,1349.4375000000002,6,0,S0001_0
Overtake_Hunter,15,84.62499999999991,89.75000000000001,1346.2500000000002,5,0,S0001_0
Adaptive_AI,15,81.92500000000003,89.7125,1345.6875000000002,1,1,S0001_0
Electric_Blitz,16,55.59999999999994,89.56,1432.9599999999996,4,0,S0001_0
Energy_Saver,16,99.99912280701754,89.85447368421052,1438.0505263157895,8,0,S0001_0
Balanced_Hybrid,16,82.40000000000009,89.7275,1435.6399999999996,3,0,S0001_0
Corner_Specialist,16,82.0,89.72,1435.5200000000002,2,0,S0001_0
Straight_Dominator,16,87.59999999999991,89.7675,1436.28,7,0,S0001_0
Late_Charger,16,100.0,89.96249999999999,1439.4000000000003,6,0,S0001_0
Overtake_Hunter,16,83.59999999999991,89.75000000000001,1436.0000000000002,5,0,S0001_0
Adaptive_AI,16,80.72000000000003,89.7125,1435.4000000000003,1,1,S0001_0
Electric_Blitz,17,52.82499999999994,89.56,1522.5199999999995,4,0,S0001_0
Energy_Saver,17,99.97631578947369,89.85131578947369,1527.9018421052633,8,0,S0001_0
Balanced_Hybrid,17,81.3000000000001,89.7275,1525.3674999999996,3,0,S0001_0
Corner_Specialist,17,80.875,89.72,1525.2400000000002,2,0,S0001_0
Straight_Dominator,17,86.8249999999999,89.7675,1526.0475,7,0,S0001_0
Late_Charger,17,100.0,89.96249999999999,1529.3625000000004,6,0,S0001_0
Overtake_Hunter,17,82.5749999999999,89.75000000000001,1525.7500000000002,5,0,S0001_0
Adaptive_AI,17,79.51500000000003,89.7125,1525.1125000000004,1,1,S0001_0
Electric_Blitz,18,50.04999999999994,89.56,1612.0799999999995,4,0,S0001_0
Energy_Saver,18,99.93157894736842,89.84815789473684,1617.7500000000002,8,0,S0001_0
Balanced_Hybrid,18,80.2000000000001,89.7275,1615.0949999999996,3,0,S0001_0
Corner_Specialist,18,79.75,89.72,1614.9600000000003,2,0,S0001_0
Straight_Dominator,18,86.0499999999999,89.7675,1615.8149999999998,7,0,S0001_0
Late_Charger,18,100.0,89.96249999999999,1619.3250000000005,6,0,S0001_0
Overtake_Hunter,18,81.5499999999999,89.75000000000001,1615.5000000000002,5,0,S0001_0
Adaptive_AI,18,78.31000000000003,89.7125,1614.8250000000005,1,1,S0001_0
Electric_Blitz,19,47.27499999999994,89.56,1701.6399999999994,4,0,S0001_0
Energy_Saver,19,99.86491228070176,89.84500000000001,1707.5950000000003,8,0,S0001_0
Balanced_Hybrid,19,79.10000000000011,89.7275,1704.8224999999995,3,0,S0001_0
Corner_Specialist,19,78.625,89.72,1704.6800000000003,2,0,S0001_0
Straight_Dominator,19,85.27499999999989,89.7675,1705.5824999999998,7,0,S0001_0
Late_Charger,19,100.0,89.96249999999999,1709.2875000000006,6,0,S0001_0
Overtake_Hunter,19,80.52499999999989,89.75000000000001,1705.2500000000002,5,0,S0001_0
Adaptive_AI,19,77.10500000000003,89.7125,1704.5375000000006,1,1,S0001_0
Electric_Blitz,20,44.49999999999994,89.56,1791.1999999999994,4,0,S0001_0
Energy_Saver,20,99.77631578947368,89.84184210526315,1797.4368421052634,8,0,S0001_0
Balanced_Hybrid,20,78.00000000000011,89.7275,1794.5499999999995,3,0,S0001_0
Corner_Specialist,20,77.5,89.72,1794.4000000000003,2,0,S0001_0
Straight_Dominator,20,84.49999999999989,89.7675,1795.3499999999997,7,0,S0001_0
Late_Charger,20,100.0,89.96249999999999,1799.2500000000007,6,0,S0001_0
Overtake_Hunter,20,79.49999999999989,89.75000000000001,1795.0000000000002,5,0,S0001_0
Adaptive_AI,20,75.90000000000003,89.7125,1794.2500000000007,1,1,S0001_0
Electric_Blitz,21,41.724999999999945,89.56,1880.7599999999993,4,0,S0001_0
Energy_Saver,21,99.66578947368421,89.83868421052632,1887.2755263157896,8,0,S0001_0
Balanced_Hybrid,21,76.90000000000012,89.7275,1884.2774999999995,3,0,S0001_0
Corner_Specialist,21,76.375,89.72,1884.1200000000003,2,0,S0001_0
Straight_Dominator,21,83.72499999999988,89.7675,1885.1174999999996,7,0,S0001_0
Late_Charger,21,100.0,89.96249999999999,1889.2125000000008,6,0,S0001_0
Overtake_Hunter,21,78.47499999999988,89.75000000000001,1884.7500000000002,5,0,S0001_0
Adaptive_AI,21,74.69500000000004,89.7125,1883.9625000000008,1,1,S0001_0
Electric_Blitz,22,38.949999999999946,89.56,1970.3199999999993,4,0,S0001_0
Energy_Saver,22,99.53333333333333,89.83552631578948,1977.1110526315792,8,0,S0001_0
Balanced_Hybrid,22,75.80000000000013,89.7275,1974.0049999999994,3,0,S0001_0
Corner_Specialist,22,75.25,89.72,1973.8400000000004,2,0,S0001_0
Straight_Dominator,22,82.94999999999987,89.7675,1974.8849999999995,7,0,S0001_0
Late_Charger,22,100.0,89.96249999999999,1979.1750000000009,6,0,S0001_0
Overtake_Hunter,22,77.44999999999987,89.75000000000001,1974.5000000000002,5,0,S0001_0
Adaptive_AI,22,73.49000000000004,89.7125,1973.6750000000009,1,1,S0001_0
Electric_Blitz,23,36.17499999999995,89.56,2059.879999999999,4,0,S0001_0
Energy_Saver,23,99.37894736842105,89.83236842105264,2066.943421052632,8,0,S0001_0
Balanced_Hybrid,23,74.70000000000013,89.7275,2063.7324999999996,3,0,S0001_0
Corner_Specialist,23,74.125,89.72,2063.5600000000004,2,0,S0001_0
Straight_Dominator,23,82.17499999999987,89.7675,2064.6524999999997,7,0,S0001_0
Late_Charger,23,100.0,89.96249999999999,2069.1375000000007,6,0,S0001_0
Overtake_Hunter,23,76.42499999999987,89.75000000000001,2064.2500000000005,5,0,S0001_0
Adaptive_AI,23,72.28500000000004,89.7125,2063.3875000000007,1,1,S0001_0
Electric_Blitz,24,33.39999999999995,89.56,2149.439999999999,4,0,S0001_0
Energy_Saver,24,99.20263157894736,89.82921052631579,2156.7726315789478,8,0,S0001_0
Balanced_Hybrid,24,73.60000000000014,89.7275,2153.4599999999996,3,0,S0001_0
Corner_Specialist,24,73.0,89.72,2153.28,2,0,S0001_0
Straight_Dominator,24,81.39999999999986,89.7675,2154.4199999999996,7,0,S0001_0
Late_Charger,24,100.0,89.96249999999999,2159.100000000001,6,0,S0001_0
Overtake_Hunter,24,75.39999999999986,89.75000000000001,2154.0000000000005,5,0,S0001_0
Adaptive_AI,24,71.08000000000004,89.7125,2153.100000000001,1,1,S0001_0
Electric_Blitz,25,30.62499999999995,89.56,2238.999999999999,4,0,S0001_0
Energy_Saver,25,99.00438596491227,89.82605263157895,2246.5986842105267,8,0,S0001_0
Balanced_Hybrid,25,72.50000000000014,89.7275,2243.1874999999995,3,0,S0001_0
Corner_Specialist,25,71.875,89.72,2243.0,2,0,S0001_0
Straight_Dominator,25,80.62499999999986,89.7675,2244.1874999999995,7,0,S0001_0
Late_Charger,25,100.0,89.96249999999999,2249.062500000001,6,0,S0001_0
Overtake_Hunter,25,74.37499999999986,89.75000000000001,2243.7500000000005,5,0,S0001_0
Adaptive_AI,25,69.87500000000004,89.7125,2242.812500000001,1,1,S0001_0
Electric_Blitz,26,27.84999999999995,89.56,2328.559999999999,4,0,S0001_0
Energy_Saver,26,98.78421052631579,89.82289473684212,2336.4215789473687,8,0,S0001_0
Balanced_Hybrid,26,71.40000000000015,89.7275,2332.9149999999995,3,0,S0001_0
Corner_Specialist,26,70.75,89.72,2332.72,2,0,S0001_0
Straight_Dominator,26,79.84999999999985,89.7675,2333.9549999999995,7,0,S0001_0
Late_Charger,26,100.0,89.96249999999999,2339.025000000001,6,0,S0001_0
Overtake_Hunter,26,73.34999999999985,89.75000000000001,2333.5000000000005,5,0,S0001_0
Adaptive_AI,26,68.67000000000004,89.7125,2332.525000000001,1,1,S0001_0
Electric_Blitz,27,25.074999999999953,89.56,2418.119999999999,4,0,S0001_0
Energy_Saver,27,98.5421052631579,89.81973684210526,2426.241315789474,8,0,S0001_0
Balanced_Hybrid,27,70.30000000000015,89.7275,2422.6424999999995,3,0,S0001_0
Corner_Specialist,27,69.625,89.72,2422.4399999999996,2,0,S0001_0
Straight_Dominator,27,79.07499999999985,89.7675,2423.7224999999994,7,0,S0001_0
Late_Charger,27,100.0,89.96249999999999,2428.987500000001,6,0,S0001_0
Overtake_Hunter,27,72.32499999999985,89.75000000000001,2423.2500000000005,5,0,S0001_0
Adaptive_AI,27,67.46500000000005,89.7125,2422.237500000001,1,1,S0001_0
Electric_Blitz,28,22.299999999999955,89.56,2507.679999999999,4,0,S0001_0
Energy_Saver,28,98.2780701754386,89.81657894736843,2516.057894736842,8,0,S0001_0
Balanced_Hybrid,28,69.20000000000016,89.7275,2512.3699999999994,3,0,S0001_0
Corner_Specialist,28,68.5,89.72,2512.1599999999994,2,0,S0001_0
Straight_Dominator,28,78.29999999999984,89.7675,2513.4899999999993,7,0,S0001_0
Late_Charger,28,100.0,89.96249999999999,2518.950000000001,6,0,S0001_0
Overtake_Hunter,28,71.29999999999984,89.75000000000001,2513.0000000000005,5,0,S0001_0
Adaptive_AI,28,66.26000000000005,89.7125,2511.950000000001,1,1,S0001_0
Electric_Blitz,29,19.524999999999956,89.56,2597.239999999999,4,0,S0001_0
Energy_Saver,29,97.9921052631579,89.81342105263158,2605.8713157894736,8,0,S0001_0
Balanced_Hybrid,29,68.10000000000016,89.7275,2602.0974999999994,3,0,S0001_0
Corner_Specialist,29,67.375,89.72,2601.879999999999,2,0,S0001_0
Straight_Dominator,29,77.52499999999984,89.7675,2603.2574999999993,7,0,S0001_0
Late_Charger,29,100.0,89.96249999999999,2608.9125000000013,6,0,S0001_0
Overtake_Hunter,29,70.27499999999984,89.75000000000001,2602.7500000000005,5,0,S0001_0
